FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
5237 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00299000000,80-H-299,Upper Lawrenceville,15201,-79.9494,40.478227
5238 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00023000000,80-D-23,Upper Lawrenceville,15201,-79.953537,40.481315
5238 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00115000000,80-D-115,Upper Lawrenceville,15201,-79.952809,40.480665
5238 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00167000000,80-C-167,Upper Lawrenceville,15201,-79.954461,40.481463
5238 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00311000000,80-H-311,Upper Lawrenceville,15201,-79.949666,40.478733
5239 1/2 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00176000000,80-D-176,Upper Lawrenceville,15201,-79.95216,40.48043
5239 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00145000000,80-C-145,Upper Lawrenceville,15201,-79.954011,40.48131
5239 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00049000000,80-D-49,Upper Lawrenceville,15201,-79.953065,40.480835
5239 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00148000000,80-H-148,Upper Lawrenceville,15201,-79.950715,40.479345
5239 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00305000000,80-D-305,Upper Lawrenceville,15201,-79.951458,40.479827
5239 KENT WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00275000000,80-D-275,Upper Lawrenceville,15201,-79.951759,40.480111
5239 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00173000000,80-D-173,Upper Lawrenceville,15201,-79.95219,40.480398
5239 LOTUS WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00363000000,80-D-363,Upper Lawrenceville,15201,-79.951032,40.479551
5239 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00114000A00,80-D-114-A,Upper Lawrenceville,15201,-79.952587,40.480559
5239 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00052000000,81-E-52,Upper Lawrenceville,15201,-79.949339,40.478257
5239 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00246000000,80-H-246,Upper Lawrenceville,15201,-79.949906,40.478837
5240 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00022000000,80-D-22,Upper Lawrenceville,15201,-79.953513,40.481361
5240 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00114000000,80-D-114,Upper Lawrenceville,15201,-79.952779,40.480703
5240 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00166000000,80-C-166,Upper Lawrenceville,15201,-79.954434,40.48149
5240 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00362000000,80-D-362,Upper Lawrenceville,15201,-79.951237,40.479724
5240 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00273000001,80-D-273-0-1,Upper Lawrenceville,15201,-79.951904,40.480283
5240 LOTUS WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00321000000,80-H-321,Upper Lawrenceville,15201,-79.950866,40.479481
5240 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00311000000,80-H-311,Upper Lawrenceville,15201,-79.949656,40.478752
5241 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00146000000,80-C-146,Upper Lawrenceville,15201,-79.954015,40.481402
5241 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00050000000,80-D-50,Upper Lawrenceville,15201,-79.953016,40.480877
5241 DRESDEN WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00020000000,80-D-20,Upper Lawrenceville,15201,-79.953254,40.481262
5241 KENT WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00274000000,80-D-274,Upper Lawrenceville,15201,-79.95174,40.480148
5241 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00178000000,80-D-178,Upper Lawrenceville,15201,-79.952129,40.480468
5241 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00114000B00,80-D-114-B,Upper Lawrenceville,15201,-79.952557,40.480596
5241 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00054000000,81-E-54,Upper Lawrenceville,15201,-79.949277,40.478288
5242 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00021000000,80-D-21,Upper Lawrenceville,15201,-79.953298,40.481344
5242 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00165000A00,80-C-165-A,Upper Lawrenceville,15201,-79.954403,40.481518
5242 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00361000000,80-D-361,Upper Lawrenceville,15201,-79.951192,40.479776
5242 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00273000A00,80-D-273-A,Upper Lawrenceville,15201,-79.95188,40.480328
5242 LOTUS WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00319000000,80-H-319,Upper Lawrenceville,15201,-79.950821,40.479524
5243 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00051000000,80-D-51,Upper Lawrenceville,15201,-79.952991,40.480996
5243 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00371000000,80-D-371,Upper Lawrenceville,15201,-79.950622,40.479426
5243 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00179000000,80-D-179,Upper Lawrenceville,15201,-79.952143,40.480519
5243 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00053000000,81-E-53,Upper Lawrenceville,15201,-79.949212,40.478316
5244 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00108000000,80-D-108,Upper Lawrenceville,15201,-79.952434,40.481035
5244 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00165000000,80-C-165,Upper Lawrenceville,15201,-79.954376,40.481548
5244 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00361000000,80-D-361,Upper Lawrenceville,15201,-79.951163,40.479812
5244 LOTUS WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00317000000,80-H-317,Upper Lawrenceville,15201,-79.950778,40.479559
5245 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00149000000,80-C-149,Upper Lawrenceville,15201,-79.95395,40.481491
5245 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00053000000,81-E-53,Upper Lawrenceville,15201,-79.949176,40.478336
5246 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00106000000,80-D-106,Upper Lawrenceville,15201,-79.952394,40.481067
5246 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00164000000,80-C-164,Upper Lawrenceville,15201,-79.954347,40.481577
5246 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00359000000,80-D-359,Upper Lawrenceville,15201,-79.950858,40.479931
5247 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00155000000,80-C-155,Upper Lawrenceville,15201,-79.953835,40.481624
5247 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00058000000,80-D-58,Upper Lawrenceville,15201,-79.952662,40.481271
5247 STANTON AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00053000000,81-E-53,Upper Lawrenceville,15201,-79.949125,40.478359
5248 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00105000000,80-D-105,Upper Lawrenceville,15201,-79.952346,40.481085
5248 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00163000000,80-C-163,Upper Lawrenceville,15201,-79.954317,40.481605
5248 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00358000000,80-D-358,Upper Lawrenceville,15201,-79.950811,40.479956
5249 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00059000000,80-D-59,Upper Lawrenceville,15201,-79.952593,40.481302
5249 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00374000000,80-D-374,Upper Lawrenceville,15201,-79.950477,40.479642
525 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00321000A00,80-D-321-A,Upper Lawrenceville,15201,-79.950201,40.480644
5250 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00019000000,80-D-19,Upper Lawrenceville,15201,-79.952921,40.481583
5250 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00104000000,80-D-104,Upper Lawrenceville,15201,-79.952302,40.481105
5250 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00162000000,80-C-162,Upper Lawrenceville,15201,-79.954287,40.481636
5250 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00357000000,80-D-357,Upper Lawrenceville,15201,-79.950765,40.479982
5251 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00060000000,80-D-60,Upper Lawrenceville,15201,-79.952539,40.481335
5251 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00375000000,80-D-375,Upper Lawrenceville,15201,-79.950432,40.479667
5252 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00103000000,80-D-103,Upper Lawrenceville,15201,-79.952255,40.481134
5252 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00162000A00,80-C-162-A,Upper Lawrenceville,15201,-79.954258,40.481665
5252 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00356000000,80-D-356,Upper Lawrenceville,15201,-79.950728,40.480003
5253 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00061000000,80-D-61,Upper Lawrenceville,15201,-79.952471,40.481368
5253 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00376000000,80-D-376,Upper Lawrenceville,15201,-79.950384,40.479695
5253 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000000,80-D-181,Upper Lawrenceville,15201,-79.951781,40.480799
5254 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00102000000,80-D-102,Upper Lawrenceville,15201,-79.952203,40.481188
5254 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00355000A00,80-D-355-A,Upper Lawrenceville,15201,-79.950672,40.480038
5254 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00264000000,80-D-264,Upper Lawrenceville,15201,-79.951525,40.480609
5255 BUTLER ST,RIV-MU,RIVERFRONT MIXED USE,0119S00242000000,119-S-242,Upper Lawrenceville,15201,-79.953442,40.481767
5255 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00062000000,80-D-62,Upper Lawrenceville,15201,-79.952411,40.481385
5255 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00377000000,80-D-377,Upper Lawrenceville,15201,-79.950327,40.479727
5255 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00187000000,80-D-187,Upper Lawrenceville,15201,-79.951722,40.480838
5255 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00234000000,80-H-234,Upper Lawrenceville,15201,-79.949517,40.479188
5256 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00101000000,80-D-101,Upper Lawrenceville,15201,-79.952135,40.481217
5256 CELADINE ST,H,HILLSIDE,0081E00060000000,81-E-60,Upper Lawrenceville,15201,-79.948546,40.478412
5256 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00355000000,80-D-355,Upper Lawrenceville,15201,-79.950627,40.480063
5256 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00261000000,80-D-261,Upper Lawrenceville,15201,-79.951502,40.480671
5256 NATRONA WAY APT A,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00188000000,80-D-188,Upper Lawrenceville,15201,-79.95187,40.481005
5256 NATRONA WAY APT B,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00188000000,80-D-188,Upper Lawrenceville,15201,-79.951832,40.481027
5256 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00050000000,81-E-50,Upper Lawrenceville,15201,-79.949249,40.479059
5257 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00063000000,80-D-63,Upper Lawrenceville,15201,-79.952349,40.48143
5257 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00378000000,80-D-378,Upper Lawrenceville,15201,-79.950257,40.479758
5257 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00187000A00,80-D-187-A,Upper Lawrenceville,15201,-79.951682,40.48086
5258 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00013000000,80-D-13,Upper Lawrenceville,15201,-79.952889,40.481757
5258 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00100000000,80-D-100,Upper Lawrenceville,15201,-79.952075,40.481252
5258 DRESDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00063000A00,80-D-63-A,Upper Lawrenceville,15201,-79.952487,40.481557
5258 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00354000000,80-D-354,Upper Lawrenceville,15201,-79.950584,40.480087
5258 NATRONA WAY APT A,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00188000000,80-D-188,Upper Lawrenceville,15201,-79.951752,40.481069
5258 NATRONA WAY APT B,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00188000000,80-D-188,Upper Lawrenceville,15201,-79.951793,40.48105
5259 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00064000000,80-D-64,Upper Lawrenceville,15201,-79.952294,40.48145
5259 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00379000000,80-D-379,Upper Lawrenceville,15201,-79.95021,40.479785
5259 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00190000000,80-D-190,Upper Lawrenceville,15201,-79.951637,40.480882
5260 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00012000000,80-D-12,Upper Lawrenceville,15201,-79.952832,40.481786
5260 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00099000000,80-D-99,Upper Lawrenceville,15201,-79.95204,40.481277
5260 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00353000000,80-D-353,Upper Lawrenceville,15201,-79.950545,40.480105
5260 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00259000000,80-D-259,Upper Lawrenceville,15201,-79.951366,40.480736
5260 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00191000A00,80-D-191-A,Upper Lawrenceville,15201,-79.951709,40.48109
5260 POE WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00395000000,80-D-395,Upper Lawrenceville,15201,-79.949847,40.479405
5261 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00065000000,80-D-65,Upper Lawrenceville,15201,-79.952234,40.481484
5261 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00380000000,80-D-380,Upper Lawrenceville,15201,-79.950162,40.479812
5261 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00190000A00,80-D-190-A,Upper Lawrenceville,15201,-79.95159,40.480908
5261 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00099000000,80-D-99,Upper Lawrenceville,15201,-79.951921,40.481142
5262 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00011000000,80-D-11,Upper Lawrenceville,15201,-79.952773,40.481816
5262 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00098000000,80-D-98,Upper Lawrenceville,15201,-79.951979,40.481309
5262 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00396000000,80-D-396,Upper Lawrenceville,15201,-79.949911,40.479582
5262 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00352000000,80-D-352,Upper Lawrenceville,15201,-79.950506,40.480127
5262 WICKLIFF ST,H,HILLSIDE,0081E00014000000,81-E-14,Upper Lawrenceville,15201,-79.948989,40.47916
5263 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00066000000,80-D-66,Upper Lawrenceville,15201,-79.952298,40.481644
5263 DRESDEN WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00250000000,80-D-250,Upper Lawrenceville,15201,-79.952595,40.481647
5263 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00381000000,80-D-381,Upper Lawrenceville,15201,-79.95012,40.479836
5263 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00191000000,80-D-191,Upper Lawrenceville,15201,-79.951545,40.480939
5263 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00004000000,81-E-4,Upper Lawrenceville,15201,-79.949292,40.47931
5264 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00097000000,80-D-97,Upper Lawrenceville,15201,-79.951928,40.481342
5264 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00351000000,80-D-351,Upper Lawrenceville,15201,-79.950467,40.480148
5264 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00193000000,80-D-193,Upper Lawrenceville,15201,-79.951584,40.481141
5264 WICKLIFF ST,H,HILLSIDE,0081E00012000000,81-E-12,Upper Lawrenceville,15201,-79.948938,40.479195
5265 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00067000000,80-D-67,Upper Lawrenceville,15201,-79.952131,40.481557
5265 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00382000000,80-D-382,Upper Lawrenceville,15201,-79.950058,40.479862
5265 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00192000A00,80-D-192-A,Upper Lawrenceville,15201,-79.951489,40.48097
5265 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081E00005000000,81-E-5,Upper Lawrenceville,15201,-79.949227,40.479353
5266 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00007000000,80-D-7,Upper Lawrenceville,15201,-79.95262,40.481858
5266 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00096000000,80-D-96,Upper Lawrenceville,15201,-79.951897,40.481358
5266 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00398000000,80-D-398,Upper Lawrenceville,15201,-79.94972,40.479668
5266 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00350000000,80-D-350,Upper Lawrenceville,15201,-79.950413,40.480167
5266 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00256000000,80-D-256,Upper Lawrenceville,15201,-79.951206,40.480835
5266 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00194000000,80-D-194,Upper Lawrenceville,15201,-79.951531,40.481172
5266 WICKLIFF ST,H,HILLSIDE,0081E00011000000,81-E-11,Upper Lawrenceville,15201,-79.948874,40.479238
5267 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00068000000,80-D-68,Upper Lawrenceville,15201,-79.952069,40.481586
5267 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00383000000,80-D-383,Upper Lawrenceville,15201,-79.950005,40.479912
5267 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 101,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 102,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 103,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 104,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 201,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 202,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 203,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 204,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 205,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 206,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 301,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 302,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 303,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
5267 HOLMES ST UNIT 304,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00309030200,80-D-309-302,Upper Lawrenceville,15201,-79.951196,40.48026
